"32"	"RICK AUERBACH"	11	624	1407	167	309	56	5	9	86	127	"198"	0.22	0.287	0.286	65	-64	-62	119	"36"	"21"	"-2"	0.96	-9	"S"	-3.1	0
"33"	"JIMMY AUSTIN"	18	1580	5388	661	1328	174	76	13	390	592	"363"	0.246	0.326	0.314	90	-71	-59	633	"244"	"43"	"."	0.933	33	"3"	0.2	0
"34"	"EARL AVERILL"	13	1668	6353	1224	2019	401	128	238	1164	774	"518"	0.318	0.395	0.534	132	334	305	1358	"70"	"57"	"."	0.97	-8	"O"	18.3	2
"35"	"BOBBY AVILA"	11	1300	4620	725	1296	185	35	80	467	561	"399"	0.281	0.36	0.388	104	23	33	666	"78"	"52"	"-8"	0.979	-57	"2"	4.2	0
"36"	"BENNY AYALA"	10	425	865	114	217	42	1	38	145	71	"136"	0.251	0.309	0.434	104	1	2	113	"2"	"4"	"-2"	0.958	-18	"O"	-2	0
"37"	"JOE AZCUE"	11	909	2828	201	712	94	9	50	304	207	"344"	0.252	0.307	0.344	85	-59	-57	287	"5"	"12"	"-6"	0.992	25	"C"	0.7	0
"38"	"ED BAILEY"	14	1212	3581	432	915	128	15	155	540	545	"577"	0.256	0.358	0.429	110	69	58	566	"17"	"18"	"-6"	0.986	-54	"C"	4.9	0
"39"	"BOB BAILEY"	17	1931	6082	772	1564	234	43	189	773	852	"1126"	0.257	0.35	0.403	111	106	101	852	"85"	"83"	"-24"	0.946	-58	"3"	-1.8	0
"40"	"BOB BAILOR"	11	955	2937	339	775	107	23	9	222	187	"164"	0.264	0.312	0.325	76	-92	-95	305	"90"	"36"	"5"	0.98	26	"O"	-5.8	0
"41"	"FLOYD BAKER"	13	874	2280	285	573	76	13	1	196	382	"165"	0.251	0.36	0.297	82	-47	-41	279	"23"	"25"	"-8"	0.971	34	"3"	-0.9	0
"42"	"FRANK BAKER"	13	1575	5984	887	1838	315	103	96	987	473	"182"	0.307	0.363	0.442	136	243	246	1020	"235"	"28"	"."	0.943	37	"3"	33.5	2
"43"	"DUSTY BAKER"	19	2039	7117	964	1981	320	23	242	1013	762	"926"	0.278	0.351	0.432	116	153	152	1084	"137"	"73"	"-3"	0.985	-51	"O"	2.7	0
"44"	"DAVE BANCROFT"	16	1913	7182	1048	2004	320	77	32	591	827	"487"	0.279	0.355	0.358	98	-1	8	954	"145"	"75"	"."	0.944	198	"S"	35.4	2
"45"	"SAL BANDO"	16	2019	7060	982	1790	289	38	242	1039	1031	"923"	0.254	0.355	0.408	120	165	193	1069	"75"	"46"	"-5"	0.959	-104	"3"	7.7	0
"46"	"ERNIE BANKS"	19	2528	9421	1305	2583	407	90	512	1636	763	"1236"	0.274	0.333	0.5	122	288	261	1513	"50"	"53"	"-17"	0.994	4	"1"	25.7	1
"47"	"ALAN BANNISTER"	12	972	3007	430	811	143	28	19	288	292	"318"	0.27	0.337	0.355	90	-32	-35	381	"108"	"37"	"10"	0.983	-133	"O"	-14.1	0
"48"	"JESSE BARFIELD"	12	1428	4759	715	1219	216	30	241	716	551	"1234"	0.256	0.338	0.466	116	117	101	749	"66"	"47"	"-8"	0.98	114	"O"	16.5	0
"49"	"JIMMY BARRETT"	10	866	3306	580	962	83	47	16	255	440	"."	0.291	0.379	0.359	117	90	91	533	"143"	"."	"."	0.954	44	"O"	7.6	0
"50"	"MARTY BARRETT"	10	941	3378	418	938	163	9	18	314	304	"209"	0.278	0.34	0.347	86	-43	-58	412	"57"	"21"	"5"	0.986	66	"2"	4.4	0
"51"	"SHAD BARRY"	10	1100	4014	516	1073	128	47	10	391	279	"."	0.267	0.32	0.33	93	-28	-36	501	"140"	"."	"."	0.955	-64	"O"	-13.9	0
"52"	"JACK BARRY"	11	1223	4146	532	1009	142	38	10	429	396	"142"	0.243	0.321	0.303	88	-62	-53	476	"153"	"18"	"."	0.935	-105	"S"	-10.5	0
"53"	"DICK BARTELL"	18	2016	7629	1130	2165	442	71	79	710	748	"627"	0.284	0.355	0.391	96	13	-36	1107	"109"	"3"	"."	0.953	178	"S"	27.7	0
"54"	"BOB BARTON"	10	393	1049	54	237	31	3	9	66	87	"168"	0.226	0.288	0.287	65	-52	-48	85	"3"	"6"	"-3"	0.987	53	"C"	1.8	0
"55"	"JOHN BATEMAN"	10	1017	3330	250	765	123	18	81	375	172	"610"	0.23	0.273	0.35	77	-118	-109	289	"10"	"10"	"-3"	0.982	-3	"C"	-7.4	0
"56"	"EARL BATTEY"	13	1141	3586	393	969	150	17	104	449	421	"470"	0.27	0.351	0.409	106	50	38	508	"13"	"12"	"-3"	0.99	23	"C"	10.9	0
"57"	"MATT BATTS"	10	546	1605	163	432	95	11	26	220	143	"163"	0.269	0.33	0.391	89	-20	-28	208	"6"	"4"	"-1"	0.983	-10	"C"	-1.8	0
"58"	"HANK BAUER"	14	1544	5145	833	1424	229	57	164	703	521	"638"	0.277	0.347	0.439	114	68	87	801	"50"	"33"	"-5"	0.982	-65	"O"	-4.7	0
"59"	"FRANK BAUMHOLTZ"	10	1019	3477	450	1010	165	51	25	272	258	"258"	0.29	0.342	0.389	95	-26	-26	470	"30"	"20"	"."	0.98	-20	"O"	-8.9	0
"60"	"DON BAYLOR"	19	2292	8198	1236	2135	366	28	338	1276	805	"1069"	0.26	0.346	0.436	119	181	206	1247	"285"	"120"	"14"	0.977	-37	"D"	13.8	0
"61"	"JIM BEAUCHAMP"	10	393	661	79	153	18	4	14	90	54	"150"	0.231	0.292	0.334	76	-21	-22	66	"6"	"5"	"-1"	0.98	-3	"1"	-3.6	0
"62"	"GINGER BEAUMONT"	12	1463	5660	955	1759	182	82	39	617	425	"14"	0.311	0.362	0.393	123	168	155	939	"254"	"."	"."	0.956	-26	"O"	5.3	0
"63"	"GLENN BECKERT"	11	1320	5208	685	1473	196	31	22	360	260	"243"	0.283	0.319	0.345	81	-89	-133	565	"49"	"25"	"-0"	0.973	-7	"2"	-4.9	0
"64"	"JAKE BECKLEY"	20	2386	9526	1600	2930	473	243	86	1575	616	"270"	0.308	0.361	0.435	126	289	311	1684	"315"	"."	"."	0.981	19	"1"	24.5	2
"65"	"MARK BELANGER"	18	2016	5784	676	1316	175	33	20	389	576	"839"	0.228	0.302	0.28	68	-245	-229	533	"167"	"75"	"5"	0.977	169	"S"	15.7	0
"66"	"BUDDY BELL"	18	2405	8995	1151	2514	425	56	201	1106	836	"776"	0.279	0.343	0.406	108	102	103	1218	"55"	"79"	"-31"	0.964	191	"3"	22.9	0
"67"	"GUS BELL"	15	1741	6478	865	1823	311	66	206	942	470	"636"	0.281	0.333	0.445	102	37	9	962	"30"	"31"	"."	0.985	2	"O"	-8	0
"68"	"JOHNNY BENCH"	17	2158	7658	1091	2048	381	24	389	1376	891	"1278"	0.267	0.345	0.476	127	264	259	1240	"68"	"43"	"-5"	0.99	-69	"C"	25.2	1
"69"	"BRUCE BENEDICT"	12	982	2878	214	696	98	6	18	260	328	"251"	0.242	0.322	0.299	71	-90	-108	282	"12"	"20"	"-8"	0.99	47	"C"	-3	0
"70"	"BENNY BENGOUGH"	10	411	1125	83	287	46	12	0	108	62	"45"	0.255	0.295	0.317	59	-71	-70	107	"2"	"9"	"-5"	0.988	45	"C"	-0.8	0
"71"	"JUAN BENIQUEZ"	17	1500	4651	610	1274	190	30	79	476	349	"551"	0.274	0.329	0.379	95	-22	-30	553	"104"	"76"	"-14"	0.977	-60	"O"	-14.1	0
"72"	"CHARLIE BENNETT"	15	1062	3821	549	978	203	67	55	533	478	"572"	0.256	0.34	0.387	119	111	93	532	"42"	"."	"."	0.942	57	"C"	19.6	0
"73"	"JOHNNY BERARDINO"	11	912	3028	334	755	167	23	36	387	284	"268"	0.249	0.316	0.355	77	-93	-102	339	"27"	"29"	"."	0.968	1	"2"	-6.6	0
"74"	"MOE BERG"	15	663	1813	150	441	71	6	6	206	78	"117"	0.243	0.278	0.299	49	-140	-139	156	"11"	"5"	"0"	0.986	29	"C"	-6.8	0
"75"	"BILL BERGEN"	11	947	3028	138	516	45	21	2	193	88	"81"	0.17	0.194	0.201	20	-298	-290	134	"23"	"."	"."	0.972	117	"C"	-8.9	0
"76"	"WALLY BERGER"	11	1350	5163	809	1550	299	59	242	898	435	"694"	0.3	0.359	0.522	140	222	255	977	"36"	"."	"."	0.974	26	"O"	20.8	0
"77"	"DAVE BERGMAN"	17	1349	2679	312	690	100	16	54	289	380	"347"	0.258	0.351	0.367	102	9	16	364	"19"	"14"	"-3"	0.992	15	"1"	-1.1	0
"78"	"TONY BERNAZARD"	10	1071	3700	523	970	177	30	75	391	428	"606"	0.262	0.341	0.387	100	4	5	508	"113"	"55"	"1"	0.978	-48	"2"	0.8	0
"79"	"DALE BERRA"	11	853	2553	236	603	109	9	49	278	210	"422"	0.236	0.297	0.344	76	-78	-84	258	"32"	"17"	"-1"	0.959	21	"S"	-1.2	0
"80"	"YOGI BERRA"	19	2120	7555	1175	2150	321	49	358	1430	704	"414"	0.285	0.35	0.482	126	209	238	1284	"30"	"26"	"-7"	0.989	57	"C"	35.5	1
"81"	"RAY BERRES"	11	561	1330	96	287	37	3	3	78	76	"134"	0.216	0.26	0.255	43	-106	-102	87	"4"	"."	"."	0.989	40	"C"	-3.6	0
"82"	"KEN BERRY"	14	1383	4136	422	1053	150	23	58	343	298	"569"	0.255	0.309	0.344	90	-67	-54	425	"45"	"46"	"-14"	0.989	-5	"O"	-13.8	0
"83"	"CHARLIE BERRY"	11	709	2018	196	539	88	29	23	256	160	"196"	0.267	0.322	0.374	83	-62	-51	251	"13"	"5"	"1"	0.982	-12	"C"	-2.2	0
"84"	"RENO BERTOIA"	10	612	1745	204	425	60	10	27	171	142	"252"	0.244	0.306	0.336	73	-63	-66	177	"16"	"15"	"-4"	0.949	8	"3"	-5.3	0
"85"	"BOB BESCHER"	11	1228	4536	749	1171	190	74	28	345	619	"451"	0.258	0.353	0.351	109	56	68	690	"427"	"31"	"."	0.96	9	"O"	2	0
"86"	"KURT BEVACQUA"	15	970	2117	214	499	90	11	27	275	221	"329"	0.236	0.309	0.327	78	-60	-60	210	"12"	"20"	"-8"	0.938	-42	"3"	-11.8	0
"87"	"LOU BIERBAUER"	13	1383	5706	819	1521	208	95	33	706	268	"129"	0.267	0.301	0.354	85	-130	-126	701	"206"	"."	"."	0.935	151	"2"	6.6	0
"88"	"CARSON BIGBEE"	11	1147	4192	629	1205	139	75	17	324	344	"161"	0.287	0.345	0.369	96	-2	-16	558	"182"	"68"	"."	0.966	50	"O"	-4.6	0
"89"	"LARRY BIITTNER"	14	1217	3151	310	861	144	20	29	354	236	"287"	0.273	0.326	0.359	87	-37	-54	358	"10"	"12"	"-4"	0.97	13	"O"	-9	0
"90"	"STEVE BILKO"	10	600	1738	220	432	85	13	76	276	234	"395"	0.249	0.339	0.444	103	13	6	262	"2"	"4"	"."	0.992	22	"1"	0.1	0
"91"	"JOSH BILLINGS"	11	243	488	44	106	12	5	0	29	23	"73"	0.217	0.268	0.262	47	-33	-36	40	"5"	"0"	"."	0.964	8	"C"	-1.7	0
"92"	"MAX BISHOP"	12	1338	4494	966	1216	236	35	41	379	1153	"452"	0.271	0.423	0.366	102	109	77	789	"43"	"50"	"-17"	0.976	-56	"2"	5	0
"93"	"RAY BLADES"	10	767	2415	467	726	133	51	50	340	331	"310"	0.301	0.395	0.46	123	95	92	453	"33"	"22"	"."	0.963	-10	"O"	3.4	0
"94"	"PAUL BLAIR"	17	1947	6042	776	1513	282	55	134	620	449	"877"	0.25	0.305	0.382	96	-49	-42	702	"171"	"93"	"-5"	0.988	47	"O"	-7.8	0
"95"	"DON BLASINGAME"	12	1444	5296	731	1366	178	62	21	308	552	"462"	0.258	0.33	0.327	78	-142	-149	610	"105"	"60"	"-4"	0.979	-3	"2"	-4.4	0
"96"	"JIMMY BLOODWORTH"	11	1002	3519	347	874	160	20	62	451	202	"407"	0.248	0.292	0.358	74	-134	-135	346	"19"	"22"	"."	0.975	64	"2"	-3.1	0
"97"	"LU BLUE"	13	1615	5904	1151	1696	319	109	44	695	1092	"436"	0.287	0.402	0.401	109	119	125	1031	"150"	"85"	"."	0.989	1	"1"	1.2	0
"98"	"OSSIE BLUEGE"	18	1867	6440	883	1751	276	67	43	848	723	"515"	0.272	0.352	0.356	85	-147	-126	847	"140"	"85"	"-9"	0.957	4	"3"	-2.2	0
"99"	"JOHN BOCCABELLA"	12	551	1462	117	320	56	5	26	148	96	"246"	0.219	0.269	0.317	62	-74	-77	122	"3"	"7"	"-3"	0.984	15	"C"	-7	0
"100"	"BRUCE BOCHTE"	12	1538	5233	643	1478	250	21	100	658	653	"662"	0.282	0.363	0.396	114	91	109	749	"43"	"41"	"-12"	0.992	-30	"1"	-1.1	0
"101"	"FRANK BOLLING"	12	1540	5562	692	1415	221	40	106	556	462	"558"	0.254	0.315	0.366	85	-108	-114	643	"40"	"38"	"-11"	0.982	-98	"2"	-10.2	0
"102"	"BOBBY BONDS"	14	1849	7043	1258	1886	302	66	332	1024	914	"1757"	0.268	0.356	0.471	129	274	276	1224	"461"	"169"	"37"	0.977	89	"O"	32.7	0
"103"	"BARRY BONNELL"	10	976	3068	363	833	143	24	56	355	229	"387"	0.272	0.325	0.389	89	-21	-46	374	"64"	"39"	"-4"	0.982	-32	"O"	-11.2	0
"104"	"RAY BOONE"	13	1373	4589	645	1260	162	46	151	737	608	"463"	0.275	0.363	0.429	115	84	95	731	"21"	"19"	"-5"	0.958	-46	"3"	5.4	0
"105"	"BOB BOONE"	19	2264	7245	679	1838	303	26	105	826	663	"608"	0.254	0.318	0.346	82	-160	-170	790	"38"	"50"	"-19"	0.986	6	"C"	-8.9	0
"106"	"FRENCHY BORDAGARAY"	11	930	2632	410	745	120	28	14	270	173	"186"	0.283	0.331	0.366	91	-32	-33	329	"66"	"2"	"."	0.982	-66	"O"	-11.3	0
"107"	"THAD BOSLEY"	14	784	1581	183	430	50	12	20	158	143	"275"	0.272	0.333	0.357	89	-18	-22	194	"47"	"24"	"-0"	0.972	-47	"O"	-8.2	0
"108"	"KEN BOSWELL"	11	930	2517	266	625	91	19	31	244	240	"239"	0.248	0.316	0.337	85	-55	-49	259	"27"	"17"	"-2"	0.979	-101	"2"	-12.3	0
"109"	"JIM BOTTOMLEY"	16	1991	7471	1177	2313	465	151	219	1422	664	"591"	0.31	0.369	0.5	124	262	252	1384	"58"	"15"	"."	0.988	-120	"1"	-2.3	2
"110"	"LOU BOUDREAU"	15	1646	6029	861	1779	385	66	68	789	796	"309"	0.295	0.38	0.415	121	154	181	996	"51"	"50"	"-15"	0.973	134	"S"	40.4	1
"111"	"LARRY BOWA"	16	2247	8418	987	2191	262	99	15	525	474	"569"	0.26	0.301	0.32	71	-310	-341	836	"318"	"105"	"32"	0.98	-76	"S"	-13.9	0
"112"	"FRANK BOWERMAN"	15	1045	3401	343	852	102	38	13	392	129	"0"	0.251	0.286	0.314	77	-103	-104	347	"81"	"."	"."	0.963	39	"C"	0.8	0
"113"	"CLETE BOYER"	16	1725	5780	645	1396	200	33	162	654	470	"931"	0.242	0.301	0.372	87	-119	-111	635	"41"	"28"	"-5"	0.965	233	"3"	12.9	0
"114"	"KEN BOYER"	15	2034	7455	1104	2143	318	68	282	1141	713	"1017"	0.287	0.351	0.462	115	207	162	1184	"105"	"77"	"-15"	0.952	69	"3"	20.3	0
"115"	"JACK BOYLE"	13	1086	4222	668	1067	137	53	24	528	328	"233"	0.253	0.315	0.32	74	-134	-161	505	"125"	"."	"."	0.929	-10	"C"	-10	0
"116"	"BUDDY BRADFORD"	11	697	1605	224	363	50	8	52	175	184	"411"	0.226	0.313	0.364	91	-14	-19	185	"36"	"24"	"-4"	0.971	-46	"O"	-10	0
"117"	"BILL BRADLEY"	14	1461	5430	754	1471	275	84	33	552	290	"18"	0.271	0.317	0.371	108	36	44	753	"181"	"."	"."	0.933	28	"3"	9.6	0
"118"	"JACKIE BRANDT"	11	1221	3895	540	1020	175	37	112	485	351	"574"	0.262	0.325	0.412	101	-7	1	520	"45"	"30"	"-4"	0.98	-32	"O"	-9	0
"119"	"KITTY BRANSFIELD"	12	1330	4999	529	1351	225	75	13	637	221	"41"	0.27	0.304	0.353	97	-24	-33	614	"175"	"."	"."	0.983	-18	"1"	-7.8	0
"120"	"STEVE BRAUN"	15	1425	3650	466	989	155	19	52	388	579	"433"	0.271	0.373	0.367	108	72	61	532	"45"	"27"	"-3"	0.973	-51	"O"	-1	0
"121"	"ROGER BRESNAHAN"	17	1446	4481	682	1252	218	71	26	530	714	"99"	0.279	0.385	0.377	125	181	172	754	"212"	"3"	"."	0.971	-62	"C"	19.6	2
"122"	"RUBE BRESSLER"	19	1305	3881	544	1170	164	87	32	586	449	"246"	0.301	0.378	0.413	110	58	69	623	"47"	"21"	"."	0.971	-4	"O"	-0.2	0
"123"	"EDDIE BRESSOUD"	12	1186	3672	443	925	184	40	94	365	359	"723"	0.252	0.321	0.401	96	-20	-24	474	"9"	"13"	"-5"	0.963	-19	"S"	2.8	0
"124"	"ROCKY BRIDGES"	11	919	2272	245	562	80	11	16	187	205	"229"	0.247	0.312	0.313	67	-96	-103	215	"10"	"15"	"-6"	0.968	95	"S"	3	0
"125"	"AL BRIDWELL"	11	1252	4169	457	1064	95	32	2	348	557	"98"	0.255	0.347	0.295	90	-17	-30	499	"136"	"."	"."	0.939	23	"S"	5.4	0
"126"	"JOHN BRIGGS"	12	1366	4117	601	1041	170	43	139	507	663	"785"	0.253	0.357	0.416	121	116	121	643	"64"	"49"	"-10"	0.973	10	"O"	6.2	0
"127"	"ED BRINKMAN"	15	1845	6045	550	1355	201	38	60	461	444	"845"	0.224	0.282	0.3	65	-276	-275	497	"30"	"35"	"-12"	0.97	94	"S"	-1.4	0
"128"	"GREG BROCK"	10	1013	3202	420	794	141	6	110	462	434	"469"	0.248	0.34	0.399	105	21	25	446	"41"	"18"	"2"	0.994	29	"1"	-0.6	0
"129"	"LOU BROCK"	19	2616	10332	1610	3023	486	141	149	900	761	"1730"	0.293	0.344	0.41	109	135	114	1512	"938"	"307"	"97"	0.959	-98	"O"	-0.5	1
"130"	"STEVE BRODIE"	12	1437	5699	886	1726	191	89	25	900	420	"148"	0.303	0.364	0.381	104	56	31	938	"289"	"."	"."	0.959	48	"O"	-0.6	0
"131"	"TOM BROOKENS"	12	1336	3865	477	950	175	40	71	431	281	"605"	0.246	0.299	0.367	83	-99	-95	417	"86"	"60"	"-10"	0.943	49	"3"	-6	0
"132"	"DAN BROUTHERS"	19	1673	6711	1523	2296	460	205	106	1296	840	"238"	0.342	0.423	0.519	171	648	631	1624	"256"	"."	"."	0.971	-18	"1"	43.7	2
"133"	"LARRY BROWN"	12	1129	3449	331	803	108	13	47	254	317	"414"	0.233	0.301	0.313	76	-102	-103	324	"22"	"23"	"-7"	0.964	-34	"S"	-6.9	0
"134"	"OLLIE BROWN"	13	1221	3642	404	964	144	11	102	454	314	"616"	0.265	0.326	0.394	103	3	11	455	"30"	"27"	"-7"	0.977	-1	"O"	-4.3	0
"135"	"TOM BROWN"	17	1786	7363	1521	1952	239	138	64	529	748	"708"	0.265	0.337	0.361	103	4	34	1161	"657"	"."	"."	0.89	38	"O"	0.7	0
"136"	"GATES BROWN"	13	1051	2262	330	582	78	19	84	322	242	"275"	0.257	0.333	0.42	109	37	28	324	"30"	"8"	"4"	0.977	3	"O"	2	0
"137"	"GEORGE BROWNE"	12	1102	4300	614	1176	119	55	18	303	259	"1"	0.273	0.317	0.339	100	0	-7	549	"190"	"."	"."	0.927	-32	"O"	-10.4	0
"138"	"PETE BROWNING"	13	1183	4820	954	1646	295	85	46	353	466	"167"	0.341	0.403	0.467	166	368	388	1048	"258"	"."	"."	0.883	-16	"O"	29.6	0
"139"	"BILL BRUBAKER"	10	479	1564	208	413	85	10	22	225	151	"239"	0.264	0.333	0.373	90	-19	-20	200	"13"	"."	"."	0.938	2	"3"	-0.6	0
"140"	"BILL BRUTON"	12	1610	6056	937	1651	241	102	94	545	482	"793"	0.273	0.329	0.393	96	-65	-38	801	"207"	"89"	"9"	0.981	68	"O"	-3.8	0
"141"	"BILL BUCKNER"	22	2517	9397	1077	2715	498	49	174	1208	450	"453"	0.289	0.324	0.408	99	-2	-27	1190	"183"	"73"	"11"	0.992	106	"1"	-3.5	0
"142"	"DON BUFORD"	10	1286	4553	718	1203	157	44	93	418	672	"575"	0.264	0.364	0.379	115	98	109	686	"200"	"105"	"-3"	0.988	-15	"O"	9	0
"143"	"AL BUMBRY"	14	1496	5053	778	1422	220	52	54	402	471	"709"	0.281	0.345	0.378	104	14	33	692	"254"	"92"	"21"	0.986	-31	"O"	-2.3	0
"144"	"JACK BURDOCK"	14	960	3873	578	944	131	40	15	390	128	"305"	0.244	0.27	0.31	84	-70	-70	354	"32"	"."	"."	0.912	13	"2"	-2.1	0
"145"	"SMOKY BURGESS"	18	1691	4471	485	1318	230	33	126	673	477	"270"	0.295	0.364	0.446	116	112	105	722	"13"	"14"	"."	0.988	-96	"C"	5.7	0
"146"	"JESSE BURKETT"	16	2066	8421	1720	2850	320	182	75	952	1029	"230"	0.338	0.415	0.446	141	514	493	1803	"389"	"."	"."	0.917	-18	"O"	30.4	2
"147"	"RICK BURLESON"	13	1346	5139	656	1401	256	23	50	449	420	"477"	0.273	0.331	0.361	87	-49	-91	599	"72"	"68"	"-19"	0.971	86	"S"	11.6	0
"148"	"GEORGE-TIOGA BURNS"	16	1866	6573	901	2018	444	72	72	951	363	"433"	0.307	0.354	0.429	112	104	93	1017	"153"	"63"	"."	0.987	0	"1"	0.9	0
"149"	"GEORGE BURNS"	15	1853	7241	1188	2077	362	108	41	611	872	"565"	0.287	0.366	0.384	115	143	156	1085	"383"	"139"	"."	0.97	32	"O"	5.1	0
"150"	"TOM BURNS"	13	1251	4920	722	1299	236	69	39	683	270	"454"	0.264	0.303	0.364	96	12	-44	610	"162"	"."	"."	0.886	16	"3"	0.7	0
